CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;71;13;7;139;90;127;265
01:00;54;9;5;115;79;34;106
02:00;37;8;5;75;66;16;62
03:00;33;6;4;78;66;22;67
04:00;36;5;3;64;51;26;76
05:00;38;5;3;58;45;36;92
06:00;44;5;3;82;46;133;247
07:00;49;7;3;90;43;151;280
08:00;59;16;5;92;48;131;259
09:00;62;17;14;74;44;56;147
10:00;59;18;24;66;42;27;100
11:00;43;23;47;57;33;11;60
12:00;24;;75;34;27;3;30
13:00;25;5;76;40;24;4;31
14:00;16;5;91;40;33;2;20
15:00;15;5;98;43;30;1;18
16:00;20;7;97;43;20;2;24
17:00;20;6;101;35;17;2;24
18:00;27;5;97;26;17;3;31
19:00;42;5;88;38;20;5;50
20:00;86;6;38;58;24;16;110
21:00;115;11;8;123;53;187;400
22:00;98;16;7;138;66;136;305
23:00;86;13;7;144;79;156;325
