CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;11;2;56;16;6;0;11
01:00;9;2;58;11;4;0;9
02:00;34;2;15;33;23;7;44
03:00;24;2;23;31;21;1;26
04:00;35;2;4;26;24;25;72
05:00;31;2;4;32;30;27;72
06:00;33;2;8;31;29;25;71
07:00;42;2;9;38;23;61;135
08:00;42;2;19;40;22;28;85
09:00;38;3;39;45;25;11;55
10:00;28;3;58;;;7;38
11:00;17;3;80;;;3;21
12:00;7;2;96;18;16;0;7
13:00;6;2;109;19;16;0;6
14:00;6;2;110;19;14;0;6
15:00;9;2;99;28;14;1;10
16:00;16;2;76;18;14;3;20
17:00;17;2;69;14;7;1;19
18:00;22;2;50;16;8;2;25
19:00;19;2;59;14;5;2;22
20:00;15;2;63;12;4;0;15
21:00;15;2;62;27;4;0;15
22:00;27;2;42;44;32;2;29
23:00;22;2;44;31;20;0;22
