CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;42.9859;9.5606;4.00129;3.85716;119.979;114.1;76.4357;159.1
01:00;28.5539;13.553;2.08796;3.77352;63.3022;48.8;25.1227;66.8
02:00;24.7172;8.20059;2.29836;3.12019;57.6097;47.3;16.1278;49.2
03:00;22.7876;7.20809;2.12825;2.89893;55.7482;49.1;17.7098;49.7
04:00;19.6053;5.30998;2.11878;2.66245;50.3595;47.4;13.6202;40.3
05:00;17.5401;4.60473;1.82439;2.52168;56.1179;48.4;17.3181;43.8
06:00;17.0716;4.06417;2.08686;2.365;50.5533;46.4;21.5144;49.8
07:00;15.9271;3.90704;2.37974;2.23839;60.654;48.9;33.9671;67.6
08:00;16.7695;4.35485;2.74844;2.2091;56.6229;51;41.4683;79.9
09:00;18.5193;5.83534;4.01375;2.44982;58.2884;57.3;39.7179;78.8
10:00;25.9692;6.13558;6.50204;2.97528;66.7353;63.7;48.9015;100.3
11:00;38.5154;6.64147;9.4431;3.88964;78.9902;77.6;48.5174;112.2
12:00;48.4209;6.50101;13.0957;5.26175;78.249;70.6;38.8686;107.5
13:00;53.5732;6.28526;21.5326;7.72528;60.876;60.1;32.1046;102.4
14:00;51.9852;4.80446;32.1544;11.4837;53.6293;38.4;19.4972;81.6
15:00;35.672;4.65424;47.5619;17.1315;40.4528;24.6;10.7263;52
16:00;71.0058;14.6386;16.8767;18.8975;32.7852;23.7;32.4034;120.2
17:00;76.4099;8.49474;4.21691;18.9229;55.2076;36.3;93.3678;218.4
18:00;83.2943;8.71443;2.25795;18.3924;78.7259;61.5;233.19;437.8
19:00;81.9775;8.89574;2.73958;17.5545;102.884;77.3;254.697;469.1
20:00;76.2036;9.1368;3.53115;16.3589;124.635;89.7;281.531;504.1
21:00;80.1051;10.2267;4.99136;14.2912;149.272;129.5;337.479;593.1
22:00;66.9753;10.4587;5.55137;10.9659;166.911;147.5;263.96;468.3
23:00;45.2328;8.07052;3.56764;5.46658;119.585;110;113.003;217
