CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;20;9;38;23;15;2;23
01:00;15;7;41;21;16;1;17
02:00;11;3;24;19;8;1;13
03:00;8;2;25;20;7;1;9
04:00;12;;21;34;21;1;14
05:00;13;3;19;32;14;1;16
06:00;21;3;13;29;20;6;31
07:00;21;3;12;19;;11;38
08:00;28;2;8;11;3;23;63
09:00;26;3;14;8;4;17;52
10:00;22;3;16;10;4;12;40
11:00;23;6;16;13;6;13;43
12:00;24;8;18;21;9;13;43
13:00;20;4;28;22;8;8;31
14:00;22;2;28;21;7;9;35
15:00;23;1;31;23;13;7;34
16:00;27;2;30;24;14;7;36
17:00;31;3;27;27;13;7;41
18:00;29;3;26;24;15;8;42
19:00;29;6;21;28;18;7;40
20:00;28;7;21;18;14;5;36
21:00;24;3;29;23;13;4;29
22:00;21;2;35;20;13;3;25
23:00;19;6;36;20;13;2;22
