CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;25;3;27;71;55;2;26
01:00;30;2;18;77;59;2;33
02:00;10;3;30;50;39;0;10
03:00;8;3;29;48;37;0;8
04:00;7;3;28;47;35;0;7
05:00;7;3;26;45;33;0;7
06:00;10;3;22;48;39;1;11
07:00;14;3;18;55;40;2;17
08:00;15;3;16;51;38;3;19
09:00;14;;18;51;38;4;20
10:00;14;2;19;54;37;6;21
11:00;15;3;20;54;40;7;26
12:00;;;30;52;38;;
13:00;13;3;;51;36;6;22
14:00;14;5;40;49;32;6;23
15:00;17;4;46;50;31;5;24
16:00;18;3;49;47;30;4;24
17:00;18;3;53;49;26;3;22
18:00;21;3;50;56;32;2;23
19:00;29;1;39;58;35;2;31
20:00;31;1;33;65;43;2;33
21:00;28;1;31;65;50;2;31
22:00;33;3;23;71;53;3;37
23:00;27;3;27;77;56;2;29
