CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;12;3;62;23;18;2;15
01:00;9;4;67;23;19;1;10
02:00;32;11;5;83;55;5;39
03:00;31;12;4;84;65;4;37
04:00;35;15;3;88;58;5;42
05:00;35;15;2;84;50;6;44
06:00;34;15;3;79;52;11;50
07:00;31;14;5;74;49;9;45
08:00;19;11;24;54;36;5;27
09:00;25;11;24;48;35;10;41
10:00;23;13;29;52;33;11;39
11:00;18;;37;52;35;8;30
12:00;14;7;53;41;35;6;23
13:00;13;3;68;35;28;4;19
14:00;13;4;78;33;23;3;18
15:00;13;3;87;31;22;3;17
16:00;15;4;91;27;25;3;20
17:00;18;4;89;20;20;2;21
18:00;19;5;78;36;24;2;23
19:00;22;6;69;42;30;3;26
20:00;23;5;56;46;36;2;26
21:00;18;5;57;36;33;3;21
22:00;17;4;51;22;22;2;22
23:00;14;3;58;18;14;2;17
