CZAS;Dwutlenek azotu;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;36;8;52;29;72;147
01:00;43;7;46;23;38;100
02:00;28;8;46;24;13;49
03:00;24;10;45;18;5;31
04:00;21;11;36;20;4;28
05:00;27;6;38;21;22;61
06:00;29;5;39;19;47;102
07:00;33;6;46;18;78;153
08:00;39;7;51;25;104;198
09:00;35;7;39;19;60;127
10:00;25;16;25;9;19;54
11:00;26;22;20;12;12;45
12:00;27;26;22;10;9;41
13:00;29;27;23;9;11;46
14:00;25;36;22;6;7;36
15:00;24;38;20;5;6;34
16:00;24;46;23;5;5;33
17:00;30;46;16;6;6;39
18:00;44;36;24;10;10;59
19:00;65;14;39;12;21;98
20:00;74;4;46;16;74;188
21:00;77;10;62;26;217;409
22:00;62;10;64;31;226;406
23:00;50;9;58;30;128;246
