CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;62;5;1;48;24;142;277
01:00;37;4;1;48;27;65;136
02:00;38;3;1;20;14;51;115
03:00;31;3;1;16;14;29;75
04:00;20;2;9;20;13;9;33
05:00;26;3;4;22;16;16;50
06:00;28;3;2;19;14;27;68
07:00;39;3;2;26;18;55;122
08:00;35;3;4;24;16;39;95
09:00;38;2;10;27;15;24;75
10:00;45;3;14;33;21;18;72
11:00;43;3;24;28;20;15;65
12:00;28;3;36;15;11;4;34
13:00;18;3;47;17;6;3;23
14:00;19;2;59;18;7;4;25
15:00;15;3;78;19;7;2;17
16:00;28;3;72;21;5;5;35
17:00;26;2;77;36;4;4;31
18:00;12;3;99;27;6;0;12
19:00;14;3;100;15;10;0;14
20:00;56;3;44;27;14;7;67
21:00;95;4;3;42;;59;184
22:00;87;5;2;51;;138;296
23:00;76;5;1;57;24;137;284
