CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;17;5;19;24;20;5;25
01:00;16;4;19;22;16;3;20
02:00;20;7;16;22;14;3;25
03:00;11;6;25;17;13;1;13
04:00;10;4;28;13;10;1;11
05:00;14;6;24;12;7;2;16
06:00;19;7;19;15;6;7;29
07:00;27;5;12;17;8;12;44
08:00;29;4;9;20;13;17;54
09:00;30;4;8;21;13;20;60
10:00;26;4;11;18;11;16;49
11:00;21;4;15;21;10;14;42
12:00;16;4;19;15;9;10;31
13:00;15;5;19;15;13;8;26
14:00;18;5;15;21;14;9;32
15:00;21;5;14;21;11;13;40
16:00;24;4;10;17;10;15;47
17:00;26;5;5;20;;19;55
18:00;29;5;12;23;17;19;58
19:00;30;4;12;27;19;19;59
20:00;25;4;18;18;14;14;46
21:00;26;4;17;20;14;13;45
22:00;22;5;19;28;21;8;32
23:00;20;6;21;23;20;8;33
