CZAS;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5
00:00;9;25;124;58
01:00;8;54;107;31
02:00;5;2;80;68
03:00;5;2;75;62
04:00;5;2;69;52
05:00;4;2;65;49
06:00;5;2;69;52
07:00;7;2;77;57
08:00;11;3;84;59
09:00;13;9;71;48
10:00;16;39;57;38
11:00;18;57;57;42
12:00;23;65;56;43
13:00;20;76;58;45
14:00;19;72;66;47
15:00;16;67;70;45
16:00;10;62;58;44
17:00;4;41;53;47
18:00;5;43;41;39
19:00;;35;59;47
20:00;12;22;76;65
21:00;11;12;81;70
22:00;11;10;86;73
23:00;9;17;82;74
