CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;50;3;24;31;18;27;90
01:00;54;3;4;29;39;18;80
02:00;39;3;4;50;41;23;74
03:00;31;4;3;51;27;45;98
04:00;29;3;6;36;21;21;61
05:00;28;2;11;29;21;11;44
06:00;29;3;7;27;20;18;56
07:00;28;1;10;33;19;25;65
08:00;25;1;29;30;17;16;50
09:00;27;1;38;27;19;10;41
10:00;25;1;53;26;14;9;38
11:00;21;2;71;22;10;7;31
12:00;19;;76;18;9;6;28
13:00;16;1;76;17;9;6;24
14:00;18;1;79;20;8;6;28
15:00;18;1;84;17;8;5;26
16:00;19;1;83;16;8;6;27
17:00;21;1;81;16;8;6;30
18:00;22;1;79;17;7;6;31
19:00;22;1;81;17;5;6;30
20:00;25;1;68;25;4;5;33
21:00;30;2;60;27;19;5;37
22:00;35;1;48;28;13;5;42
23:00;35;2;48;22;15;5;42
