CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;31;30;6;91;60;6;41
01:00;26;33;4;102;71;6;35
02:00;27;34;2;99;70;7;38
03:00;27;28;3;106;73;12;45
04:00;24;23;3;99;70;21;55
05:00;26;20;3;87;61;36;81
06:00;31;18;3;69;52;102;187
07:00;41;17;3;54;35;179;317
08:00;51;18;3;61;42;224;393
09:00;56;13;3;88;59;276;479
10:00;70;12;3;135;87;398;675
11:00;89;24;3;172;117;443;767
12:00;91;38;4;184;121;391;687
13:00;94;;3;131;121;256;486
14:00;72;30;2;99;81;125;263
15:00;78;18;3;106;65;131;279
16:00;;;3;130;78;;
17:00;133;18;;175;106;571;918
18:00;80;19;2;132;73;171;342
19:00;63;23;3;117;76;123;251
20:00;77;23;6;149;98;316;560
21:00;74;28;5;175;110;317;559
22:00;60;36;3;150;99;198;363
23:00;37;36;4;99;62;14;59
