CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;97;9;12;105;57;168;353
01:00;18;;106;36;24;2;20
02:00;14;6;108;31;23;1;15
03:00;14;5;107;31;25;1;14
04:00;21;5;99;33;23;2;22
05:00;29;7;74;44;27;3;32
06:00;49;6;38;48;30;12;68
07:00;75;8;11;68;37;53;155
08:00;71;13;10;81;43;77;188
09:00;71;20;26;83;49;32;118
10:00;82;26;26;115;55;37;138
11:00;49;19;62;54;31;11;64
12:00;25;7;87;33;16;4;30
13:00;23;4;90;26;17;3;27
14:00;33;9;81;35;24;4;38
15:00;30;4;83;33;22;4;34
16:00;27;4;85;29;16;2;30
17:00;31;5;82;37;22;2;35
18:00;63;5;51;68;30;5;69
19:00;117;13;19;154;76;159;359
20:00;121;17;18;161;82;208;438
21:00;117;16;20;147;68;168;373
22:00;103;12;13;98;57;83;230
23:00;98;10;10;88;47;91;237
