CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;86.4697;2.87186;6.95049;112.173;56.9899;43.2;32.2101;135.4
01:00;65.4459;2.48184;9.93913;94.3569;54.3012;44;25.9564;104.9
02:00;56.1242;2.8879;5.81059;75.1873;46.6427;45.378;37.116;112.5
03:00;47.4647;2.65557;4.47072;54.7814;40.6535;34;27.2654;89
04:00;37.7871;2.50772;10.9293;35.3672;36.8534;27.8;11.8563;55.9
05:00;30.3226;2.09448;15.1693;19.2041;33.342;28.1;6.48861;40.2
06:00;30.0251;2.6928;12.3861;9.02726;31.7282;23.6;13.9086;51.1
07:00;20.5164;2.15092;31.7284;12.173;22.0994;21.6;3.75006;26.3
08:00;19.3362;2.47095;50.0665;17.5625;25.8089;16.2;3.33543;24.3
09:00;20.0164;2.27737;69.5871;25.0185;22.4697;13.7;3.03996;24.6
10:00;17.742;2.37139;102.751;37.1361;22.9071;13.5;2.12376;20.9
11:00;13.5116;2.37159;132.521;53.1423;21.631;9.2;0.917985;14.9
12:00;15.7397;3.65089;136.703;68.8641;16.421;11.4;0.975139;17.2
13:00;11.7123;3.41122;138.126;84.2336;15.7564;7.5;0.390781;12.3
14:00;8.54314;2.45142;141.827;100.414;19.0508;10.4;0.196457;8.8
15:00;6.06208;2.37631;151.562;115.393;24.8361;9.8;0.527313;6.9
16:00;9.14414;2.5584;164.625;129.713;22.4153;13;0.656516;10.2
17:00;11.5333;2.96758;173.286;142.675;26.1457;16.7;0.845644;12.7
18:00;10.3382;2.82876;181.419;152.509;27.1644;15.6;0.375248;10.9
19:00;11.4456;2.6387;181.81;158.67;33.1991;18;0.279298;11.9
20:00;14.9506;2.69488;169.035;162.711;39.4611;20.1;0.397763;15.6
21:00;26.2224;2.54058;133.557;162.14;39.2557;19.5;0.252918;26.7
22:00;25.2266;2.48468;119.866;159.395;34.577;16;0.17221;25.5
23:00;26.0354;2.40647;112.411;154.501;30.6401;21.2;0.575406;26.9
00:00;64.4405;2.61978;48.0835;139.933;36.0824;27;10.7478;80.7
01:00;96.4593;2.65923;8.90351;119.386;41.6324;27.9;26.9955;137.5
