CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;66;24;11;116;85;313;541
01:00;55;13;20;120;89;230;404
02:00;58;20;14;148;106;291;501
03:00;51;17;10;140;109;290;491
04:00;48;19;8;127;101;261;444
05:00;47;15;8;111;84;264;448
06:00;49;14;6;94;68;250;428
07:00;50;13;8;58;37;169;306
08:00;33;11;13;30;21;10;49
09:00;49;17;9;28;18;37;105
10:00;41;14;22;25;;22;73
11:00;31;11;36;15;10;15;54
12:00;15;7;58;10;8;3;19
13:00;22;7;54;9;5;7;32
14:00;32;6;49;9;4;11;48
15:00;39;7;42;14;10;17;65
16:00;79;13;15;45;31;107;241
17:00;99;19;8;63;50;205;410
18:00;123;20;11;77;55;420;760
19:00;119;24;10;70;38;401;729
20:00;116;23;11;89;57;470;830
21:00;102;24;11;92;64;423;745
22:00;81;30;13;112;78;317;562
23:00;72;25;12;117;85;353;608
