CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;46;3;51;30;175;313
01:00;36;3;45;28;158;277
02:00;10;1;18;13;1;12
03:00;7;1;16;11;1;9
04:00;8;1;18;10;0;8
05:00;8;1;19;15;0;9
06:00;9;1;25;16;0;10
07:00;15;1;21;16;1;17
08:00;13;;20;15;2;16
09:00;12;1;18;15;2;15
10:00;9;1;20;15;1;11
11:00;7;1;27;17;1;9
12:00;6;3;26;21;0;6
13:00;6;3;25;26;1;7
14:00;8;1;32;23;1;10
15:00;7;2;35;24;0;7
16:00;6;1;30;23;0;6
17:00;7;2;29;27;0;7
18:00;8;2;27;27;0;8
19:00;12;1;33;25;0;12
20:00;33;2;34;20;2;36
21:00;58;2;44;25;23;93
22:00;62;2;54;30;160;307
23:00;52;1;54;33;175;319
