CZAS;Dwutlenek azotu;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;16;52;29;12;1;18
01:00;12;48;26;11;1;14
02:00;15;47;49;28;1;17
03:00;13;45;45;25;1;15
04:00;13;41;43;24;1;15
05:00;15;36;42;25;1;17
06:00;14;31;44;24;1;16
07:00;15;27;41;23;2;19
08:00;12;34;35;21;2;16
09:00;11;40;38;24;2;15
10:00;10;50;33;22;2;13
11:00;9;60;28;18;1;11
12:00;10;65;27;18;1;11
13:00;9;73;32;17;1;10
14:00;8;80;27;16;0;9
15:00;7;85;20;7;0;8
16:00;6;91;18;10;0;7
17:00;7;93;18;11;0;7
18:00;8;93;21;13;0;9
19:00;13;85;23;13;0;14
20:00;20;73;27;11;1;22
21:00;17;65;26;11;1;19
22:00;16;61;30;12;1;18
23:00;22;51;41;16;2;24
