CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;20;6;64;50;22;2;24
01:00;19;3;63;46;23;2;23
02:00;28;;44;38;22;2;31
03:00;17;3;49;28;20;1;20
04:00;15;3;48;31;17;2;19
05:00;17;2;41;30;18;2;20
06:00;16;3;37;25;17;2;20
07:00;18;4;38;25;16;3;23
08:00;18;4;41;27;18;5;25
09:00;16;4;45;30;16;5;24
10:00;13;6;56;23;14;4;19
11:00;11;6;67;32;11;3;16
12:00;14;4;77;32;12;3;19
13:00;8;3;92;31;13;2;11
14:00;5;3;94;27;13;1;7
15:00;5;3;98;24;15;1;7
16:00;5;3;103;28;10;1;7
17:00;5;3;99;25;9;1;7
18:00;9;3;98;29;20;1;11
19:00;12;3;92;28;16;1;15
20:00;14;2;84;28;17;2;16
21:00;16;3;80;34;21;2;19
22:00;18;6;77;42;23;2;21
23:00;20;6;72;43;23;2;24
