CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;19;3;78;32;8;5;26
01:00;63;4;3;82;;91;202
02:00;56;3;3;70;54;68;160
03:00;29;3;51;32;25;20;59
04:00;23;3;60;32;24;4;29
05:00;58;4;11;53;35;12;76
06:00;62;3;4;60;41;34;113
07:00;68;3;3;82;43;139;280
08:00;68;9;11;85;41;99;219
09:00;29;;54;43;23;13;49
10:00;20;3;65;30;21;8;32
11:00;14;2;74;27;18;4;21
12:00;20;1;75;52;12;7;30
13:00;21;1;80;39;13;7;31
14:00;24;2;80;40;12;8;35
15:00;24;2;81;47;14;8;35
16:00;32;3;72;43;15;9;45
17:00;32;3;70;40;16;9;46
18:00;43;1;58;39;13;12;60
19:00;59;3;43;45;21;20;89
20:00;43;4;51;57;33;5;50
21:00;50;6;37;76;50;16;74
22:00;53;6;40;60;36;25;91
23:00;42;4;56;45;20;12;59
