CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;65;3;4;47;29;37;121
01:00;48;2;7;39;25;13;68
02:00;18;1;33;;7;2;21
03:00;18;1;29;12;8;2;22
04:00;12;1;26;22;9;1;14
05:00;15;1;31;20;11;1;17
06:00;19;2;38;14;11;4;26
07:00;27;2;31;15;8;6;36
08:00;36;2;19;20;14;14;57
09:00;34;2;24;25;12;15;58
10:00;25;2;39;26;10;9;40
11:00;20;2;55;32;10;6;29
12:00;22;5;65;34;8;5;30
13:00;24;12;80;24;6;5;32
14:00;23;12;85;20;9;3;29
15:00;24;7;97;21;13;4;29
16:00;20;2;113;24;12;2;23
17:00;23;2;114;28;15;2;27
18:00;30;4;112;35;15;3;34
19:00;32;;102;30;17;3;37
20:00;39;6;87;28;18;3;43
21:00;53;3;58;33;22;7;64
22:00;62;3;32;42;29;6;72
23:00;75;3;9;51;33;17;100
