CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;46;27;64;83;65;3;52
01:00;77;69;43;282;;99;230
02:00;76;49;36;249;201;126;267
03:00;66;45;34;229;183;73;177
04:00;64;40;29;199;;82;189
05:00;58;38;25;184;158;48;132
06:00;60;32;23;183;133;100;214
07:00;65;26;24;199;;187;352
08:00;74;28;25;199;;149;302
09:00;64;43;48;208;151;48;136
10:00;44;33;70;160;120;14;66
11:00;39;27;87;135;105;9;53
12:00;26;20;103;93;84;2;29
13:00;21;18;114;58;52;2;23
14:00;14;7;99;29;28;1;16
15:00;12;4;96;18;17;0;12
16:00;14;7;102;28;20;1;15
17:00;15;6;101;26;20;0;15
18:00;24;9;95;31;23;0;24
19:00;37;15;82;48;25;2;40
20:00;42;18;75;60;34;2;46
21:00;37;21;74;60;45;1;39
22:00;44;21;65;69;51;2;46
23:00;46;21;62;75;54;1;48
