CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;56;7;3;167;105;103;214
01:00;35;;4;200;127;102;191
02:00;29;8;2;189;116;115;206
03:00;23;8;2;145;99;62;117
04:00;22;8;1;110;73;37;78
05:00;29;7;2;112;71;66;130
06:00;32;5;2;102;70;105;193
07:00;40;5;2;105;64;140;254
08:00;39;7;1;107;69;134;244
09:00;44;15;2;144;83;115;219
10:00;55;14;3;143;85;102;210
11:00;46;10;15;117;72;35;100
12:00;31;6;43;88;55;10;47
13:00;23;7;60;57;38;5;30
14:00;21;8;65;42;25;4;27
15:00;24;6;71;54;31;5;32
16:00;31;3;65;38;19;7;41
17:00;39;4;56;44;18;6;48
18:00;66;6;35;60;23;13;85
19:00;111;4;4;90;35;72;222
20:00;118;3;6;169;64;257;503
21:00;103;4;6;209;104;231;457
22:00;85;3;6;235;122;238;450
23:00;66;3;4;198;112;142;284
