CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;43.5473;2.73893;30.8998;62.5681;17.6087;9.5;2.96999;48.1
01:00;39.2845;2.82345;27.4467;56.1237;18.5465;15.9;2.85672;43.7
02:00;15.761;2.38692;37.3381;43.3385;17.0144;4.2;0.327738;16.3
03:00;14.3289;2.39915;37.0279;41.3775;15.3245;4.2;0.194379;14.6
04:00;19.3309;2.28818;25.9005;38.1879;14.2929;4.2;0.954702;20.8
05:00;24.1352;2.96886;18.8249;34.0275;16.9392;7.4;3.88377;30
06:00;20.1109;2.72507;28.9054;32.2971;11.8133;8.7;4.10649;26.3
07:00;24.4816;2.71754;31.0092;31.2324;12.1885;7.6;7.57939;36.1
08:00;19.1321;2.69553;39.1135;32.421;11.6349;10.5;6.25376;28.7
09:00;15.4698;2.81955;48.6682;33.3485;16.0204;4.2;6.54958;25.4
10:00;11.8473;2.70253;62.2422;36.4615;26.2315;4.2;4.13871;18
11:00;12.5897;2.908;65.2521;39.9895;19.4909;4.2;3.21039;17.5
12:00;12.9898;2.73771;67.0231;45.1298;18.5078;4.2;3.0223;17.6
13:00;11.6055;2.76644;70.5956;51.6012;16.2737;4.2;2.84564;15.9
14:00;12.6104;2.66378;78.0594;57.7454;11.0551;4.2;2.71851;16.7
15:00;13.7369;2.35127;79.7674;63.8402;19.9187;4.2;2.7012;17.8
16:00;15.0101;2.81724;79.185;68.8491;24.0037;7.6;3.06975;19.7
17:00;15.5809;2.86811;79.0013;72.6408;20.3906;7.9;3.09608;20.3
18:00;14.601;2.80716;79.9674;74.8564;23.5216;4.4;2.85187;19
19:00;14.1392;2.73371;79.741;76.6675;20.4383;4.2;2.74415;18.2
20:00;18.3962;2.59326;72.6634;77.3726;14.1144;4.2;2.35688;22
21:00;27.7194;2.872;61.2092;76.1993;13.5463;4.2;2.15425;31
22:00;37.5628;3.55197;47.7347;72.4087;17.6014;9.2;3.51486;42.9
23:00;32.6698;3.12594;49.3277;68.6037;22.7407;10;2.466;36.5
