CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;41;36;5;129;98;23;76
01:00;38;15;10;421;;70;144
02:00;40;12;6;410;;173;304
03:00;41;12;5;235;167;180;317
04:00;44;13;6;184;129;179;317
05:00;43;13;6;174;130;256;435
06:00;45;14;6;152;113;263;447
07:00;41;12;5;113;87;215;369
08:00;36;11;4;91;68;193;332
09:00;36;13;5;77;59;135;243
10:00;39;21;5;68;54;69;144
11:00;53;30;7;100;75;86;184
12:00;66;26;12;102;75;60;158
13:00;46;17;35;55;41;17;73
14:00;38;15;46;32;19;13;58
15:00;43;13;43;33;18;17;68
16:00;52;12;27;47;23;13;73
17:00;82;16;6;104;41;205;396
18:00;84;24;9;143;83;301;545
19:00;67;27;13;169;116;218;400
20:00;66;25;11;188;142;276;488
21:00;66;41;17;232;195;216;396
22:00;51;51;14;231;188;107;215
23:00;48;50;8;175;154;54;131
