CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;78;6;6;104;77;78;197
01:00;30;11;41;50;38;5;37
02:00;26;9;45;37;26;3;31
03:00;30;7;40;37;25;3;35
04:00;25;5;43;28;27;4;31
05:00;43;4;23;34;29;16;66
06:00;40;5;30;33;26;15;62
07:00;56;8;15;40;32;33;105
08:00;49;14;21;54;38;28;91
09:00;39;17;32;61;37;23;74
10:00;28;15;48;56;35;10;42
11:00;28;10;53;49;33;9;41
12:00;27;7;64;46;36;7;38
13:00;22;3;84;34;25;6;30
14:00;19;4;83;46;31;5;26
15:00;23;6;80;57;36;5;30
16:00;30;4;76;54;37;7;39
17:00;37;;73;51;33;8;48
18:00;60;9;51;57;41;13;79
19:00;78;15;27;89;62;24;114
20:00;77;14;26;85;58;31;125
21:00;96;15;9;107;70;91;235
22:00;76;13;23;80;57;38;134
23:00;85;11;9;91;68;73;196
