CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;0.876333;4.41889;57.9084;52.4816;29.6395;14.1154;1.06584;2.42686
01:00;;4.27347;58.5312;54.018;25.0254;12.1027;0.882601;1.17291
02:00;;3.76997;61.3149;55.9596;24.597;17.9191;0.933867;0.649233
03:00;;3.9083;60.8829;56.9031;20.2786;15.9922;0.781456;
04:00;0.571476;4.01933;58.3589;57.5283;20.8772;15.0886;0.902692;1.86176
05:00;2.96838;4.79708;50.4833;57.0252;26.0637;14.7665;1.05406;4.49288
06:00;3.36406;4.52892;51.6743;56.8249;30.5603;17.0432;1.22691;5.15093
07:00;8.39793;5.61878;47.6012;55.8444;18.7089;17.5449;1.57676;10.7249
08:00;10.9345;8.5119;46.4667;54.4142;28.2215;15.4778;3.74897;16.581
09:00;11.7965;9.57371;44.5629;52.6681;28.6735;18.1281;6.0767;21.0221
10:00;9.11918;8.20275;51.0474;51.3847;27.0586;14.49;5.48888;17.4419
11:00;6.92675;7.31415;51.4628;50.2072;40.6516;16.791;4.79472;14.1835
12:00;7.85195;7.54868;55.3933;49.8365;34.45;19.863;4.87265;15.233
13:00;7.8939;6.28119;62.2283;51.3046;33.6129;19.8685;4.23495;14.2919
14:00;8.61303;6.73377;52.6903;51.4316;35.662;13.5834;4.27721;15.0801
15:00;10.218;6.73468;62.5281;53.2975;28.8082;15.5171;3.85219;16.0339
16:00;19.5449;13.8668;64.1225;55.5045;41.3319;14.8255;5.56786;27.9993
17:00;32.7722;17.381;56.9238;57.0496;39.0998;15.017;6.15533;42.1237
18:00;27.9083;8.65474;58.7482;58.0122;36.6593;24.6396;2.66131;31.9003
19:00;59.0027;11.0893;25.8427;54.8097;66.2579;41.7791;24.8385;97.0013
20:00;109.822;19.2194;7.71229;48.8495;136.59;74.6801;244.779;485.11
21:00;99.2434;25.6063;8.99098;42.1949;;;284.653;535.565
22:00;;;;;;;;
23:00;2.50578;4.55231;55.4456;51.9129;24.527;22.4756;1.33464;4.45411
