CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;30;3;4;40;19;71;139
01:00;23;3;4;34;18;40;85
02:00;11;2;40;5;3;3;15
03:00;8;1;30;5;3;2;12
04:00;8;1;26;3;2;2;12
05:00;8;1;27;3;2;3;13
06:00;15;1;22;4;2;6;23
07:00;24;2;14;6;2;10;40
08:00;27;2;10;9;6;17;54
09:00;22;2;11;14;7;17;48
10:00;17;1;23;18;7;9;31
11:00;17;1;29;9;5;10;32
12:00;16;2;33;16;13;7;27
13:00;14;1;40;17;6;5;22
14:00;14;1;46;14;6;5;22
15:00;15;;54;15;7;4;22
16:00;19;2;57;20;11;4;26
17:00;20;2;60;18;11;4;26
18:00;25;2;53;17;8;6;34
19:00;31;1;45;18;8;6;41
20:00;58;1;18;25;17;17;84
21:00;;;7;41;33;;
22:00;54;2;;51;24;119;236
23:00;43;3;6;52;20;152;274
