CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;14.415;1.92744;36.6399;23.5888;37.7675;27.8562;0.395923;15
01:00;53.6118;7.9982;3.47907;13.9565;62.1148;49.809;80.6643;176.2
02:00;44.9635;6.67864;2.84067;11.5173;53.6597;42.6605;72.4247;155.1
03:00;38.6766;9.55243;3.50623;11.3337;62.3993;51.9471;62.0012;132.9
04:00;35.4846;10.261;2.99805;11.1372;54.886;46.3636;34.8956;88.5
05:00;37.7727;9.76016;2.36575;9.93553;48.097;38.9658;40.3848;99.2
06:00;43.4984;9.35232;2.4328;4.60839;43.628;38.485;100.84;196.8
07:00;52.0522;8.59179;1.90801;2.99514;52.4808;38.4584;123.443;239.7
08:00;58.4746;10.7687;3.17871;2.83866;49.7783;43.002;213.115;382.4
09:00;38.4306;9.21918;19.2041;4.80429;26.2988;18.8446;30.3738;84.6
10:00;26.1406;8.05613;31.7405;8.41677;22.3272;17.1162;11.3366;43.4
11:00;22.2036;7.56401;39.3713;12.8999;23.1304;14.2499;8.32095;34.9
12:00;20.4994;6.14761;44.56;18.0951;19.0858;10.2301;8.32442;33.2
13:00;19.1863;4.28316;51.072;24.1834;13.9011;9.89757;5.93087;28.2
14:00;26.3356;5.04469;43.8845;29.3649;19.2692;6.91782;7.41619;37.6
15:00;26.9154;6.7116;42.2098;34.4026;24.99;16.6516;4.16463;33.3
16:00;39.6831;10.3077;22.9032;36.8682;42.6159;27.331;6.81451;50
17:00;47.4918;9.67049;15.7311;36.4341;50.8511;34.6017;7.44771;58.8
18:00;41.9462;6.26503;17.5156;34.6559;37.1426;34.9924;3.34716;47
19:00;42.9957;5.95878;12.4854;31.2952;47.0613;40.6554;4.09051;49.2
20:00;38.2116;5.9367;15.8564;27.7073;41.7161;38.9329;3.7313;43.9
21:00;26.0152;4.36092;28.5346;24.8901;35.927;33.2096;1.79499;28.7
22:00;28.0488;3.35497;27.5194;22.8444;37.2865;30.4136;2.96405;32.6
23:00;18.5274;2.24176;34.4276;21.8717;33.2274;30.6605;1.0648;20.2
