CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;14.6597;4.39544;39.7819;23.7631;17.739;7.93977;1.96472;17.7
01:00;;;29.4426;8.8986;20.5688;16.1583;;
02:00;11.4571;4.411;39.9021;13.1612;16.4935;4.61324;0.463815;12.3
03:00;9.71562;3.5055;43.286;17.8777;13.5924;3;0.755821;10.9
04:00;9.82874;3.46478;40.7334;22.4284;12.695;3;0.217186;10.1
05:00;13.845;3.16656;40.2094;26.8373;20.8228;3.57323;1.60378;16.2
06:00;15.151;3.40268;42.6484;31.2551;;6.42254;3.63535;20.7
07:00;27.0166;12.1144;37.4585;35.4542;7.87599;4.21366;9.83398;41.9
08:00;29.5967;14.8098;36.6846;38.7956;12.4121;5.51273;7.80968;41.5
09:00;22.6673;3.93432;41.133;40.2569;13.4279;4.32465;8.64898;35.8
10:00;22.2143;3.54117;41.0228;40.397;16.0823;5.15302;7.82319;34.1
11:00;21.1637;3.44302;39.5398;39.9287;16.4088;6.72285;7.25061;32.3
12:00;23.516;9.65628;38.9288;39.7032;;6.97789;9.45053;37.9
13:00;20.0818;3.94805;46.9404;40.5445;22.9632;4.24342;7.75288;32
14:00;23.8623;3.78111;43.0173;40.5906;26.18;4.00834;8.60569;37
15:00;36.4634;5.20661;33.9479;40.1518;18.3679;5.75923;15.8494;60.5
16:00;56.3774;5.21855;14.8099;37.4175;35.5641;14.7963;37.1817;112.9
17:00;53.5944;4.96068;15.1962;34.1754;34.8385;14.0716;25.1832;91.9
18:00;53.451;6.70869;13.8059;30.7733;39.2283;18.6177;25.8233;92.7
19:00;51.6367;7.52659;13.2224;27.4836;34.9837;27.0304;39.6993;111.9
20:00;42.5032;5.86645;19.9506;25.1113;30.4125;20.7439;17.4351;68.9
21:00;30.5389;6.3744;29.5368;22.9359;23.4832;15.8369;7.53119;41.9
22:00;34.2737;6.22029;25.3498;20.7274;21.7055;10.5339;13.0367;54.1
23:00;22.6662;5.29482;33.2611;20.6416;18.5976;11.7458;4.54531;29.5
