CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;30;3;18;15;10;5;39
01:00;33;2;7;20;12;14;56
02:00;29;3;7;25;13;13;49
03:00;24;3;3;27;14;32;72
04:00;17;3;3;27;15;48;91
05:00;9;3;3;34;17;76;126
06:00;10;4;2;28;17;88;145
07:00;5;4;3;31;21;131;205
08:00;3;5;3;36;24;168;260
09:00;3;5;2;42;29;258;398
10:00;24;4;3;36;21;79;145
11:00;28;3;4;24;15;45;96
12:00;28;3;7;20;13;29;73
13:00;21;2;18;14;10;13;42
14:00;24;3;10;15;8;18;53
15:00;24;2;14;14;8;12;43
16:00;27;3;18;11;8;14;49
17:00;35;3;14;15;10;22;70
18:00;30;3;19;18;12;17;56
19:00;35;3;12;26;15;24;72
20:00;33;3;10;27;19;22;66
21:00;30;2;10;34;24;18;58
22:00;27;2;18;27;20;9;41
23:00;22;2;30;13;9;6;31
