CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;66;4;4;28;15;40;128
01:00;52;4;6;30;15;20;83
02:00;30;1;32;10;9;13;49
03:00;25;1;34;7;5;9;39
04:00;22;1;39;9;3;8;36
05:00;27;3;43;11;3;9;40
06:00;33;3;32;11;6;12;51
07:00;38;;30;16;3;13;59
08:00;42;3;31;21;3;16;67
09:00;39;6;40;20;3;14;61
10:00;34;7;49;20;7;12;53
11:00;32;6;59;17;7;11;49
12:00;29;4;65;14;7;9;43
13:00;28;3;72;13;8;8;41
14:00;29;3;69;16;7;9;43
15:00;31;3;70;16;8;8;44
16:00;33;3;65;17;8;9;47
17:00;38;5;60;16;7;10;54
18:00;36;4;59;16;8;10;52
19:00;44;3;48;16;8;12;63
20:00;55;7;33;19;7;10;71
21:00;56;4;29;21;14;10;72
22:00;63;3;20;32;18;34;116
23:00;75;3;4;32;16;61;169
