CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;10;5;55;44;40;0;10
01:00;14;7;41;65;49;1;15
02:00;10;6;43;56;43;1;11
03:00;9;5;45;43;35;1;10
04:00;7;6;48;35;29;1;8
05:00;;;51;27;25;;
06:00;6;3;;34;22;0;6
07:00;6;3;52;29;22;0;6
08:00;7;3;50;36;23;0;7
09:00;7;3;49;40;25;0;7
10:00;8;4;51;40;25;0;9
11:00;11;6;53;32;27;1;13
12:00;10;5;55;26;22;1;12
13:00;11;5;57;27;23;1;13
14:00;9;4;62;28;24;0;10
15:00;10;4;64;31;23;0;10
16:00;10;4;64;28;25;0;10
17:00;10;3;64;28;23;0;10
18:00;12;3;63;30;28;0;12
19:00;12;3;60;29;29;0;12
20:00;15;4;53;46;30;0;15
21:00;16;5;49;49;35;0;16
22:00;14;6;53;44;35;0;13
23:00;11;6;55;51;38;0;12
