CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;3;7;9;226;103;207;318
01:00;25;5;4;97;46;36;80
02:00;23;5;4;82;42;41;86
03:00;26;4;4;64;31;2;30
04:00;21;4;5;66;27;1;23
05:00;24;4;4;70;27;4;31
06:00;23;4;4;71;27;4;30
07:00;23;4;4;69;27;4;31
08:00;22;3;4;72;28;12;43
09:00;21;3;3;79;31;23;57
10:00;19;4;4;95;36;28;63
11:00;21;4;5;99;39;34;73
12:00;20;4;5;115;42;50;97
13:00;22;4;5;110;39;40;84
14:00;22;4;5;94;40;27;65
15:00;23;4;5;97;42;36;79
16:00;25;4;4;115;43;33;76
17:00;23;4;5;115;49;55;108
18:00;19;4;6;124;55;76;136
19:00;15;4;6;139;62;97;165
20:00;10;6;7;160;73;140;225
21:00;5;7;15;217;104;190;296
22:00;1;7;14;245;109;226;346
23:00;3;7;7;232;101;202;312
