CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;23;11;34;42;29;3;27
01:00;40;5;2;196;160;65;139
02:00;35;5;2;173;150;55;118
03:00;35;5;1;165;137;38;93
04:00;35;5;2;138;112;22;68
05:00;38;5;2;121;102;57;124
06:00;45;5;1;102;84;78;163
07:00;58;7;2;90;77;152;288
08:00;;11;2;123;95;;
09:00;83;28;2;128;90;281;509
10:00;47;26;14;67;33;42;110
11:00;33;15;28;42;22;10;47
12:00;33;17;30;44;25;7;44
13:00;28;19;34;35;19;8;39
14:00;29;19;34;40;21;7;39
15:00;27;17;35;39;22;9;40
16:00;30;11;37;34;15;7;40
17:00;28;9;47;29;11;6;36
18:00;31;9;43;24;15;7;41
19:00;36;12;35;34;21;8;47
20:00;44;;27;40;20;12;60
21:00;37;10;29;44;22;9;50
22:00;33;11;28;48;27;7;42
23:00;29;11;30;48;26;6;37
