CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;8;5;65;12;7;2;10
01:00;9;4;45;9;8;1;10
02:00;9;4;42;6;6;1;10
03:00;9;4;42;5;5;1;10
04:00;7;4;58;7;3;1;8
05:00;6;4;70;8;3;1;7
06:00;7;5;71;6;3;3;12
07:00;13;4;65;5;3;6;21
08:00;19;4;61;7;6;8;30
09:00;21;5;57;10;8;9;34
10:00;17;5;61;11;9;7;27
11:00;13;5;65;14;10;6;22
12:00;13;4;67;16;12;5;20
13:00;14;5;65;17;12;5;21
14:00;18;7;58;21;13;5;25
15:00;21;8;55;24;14;5;29
16:00;16;5;61;21;17;6;24
17:00;18;5;59;18;10;8;31
18:00;;;58;20;11;;
19:00;17;5;;21;14;7;28
20:00;15;5;59;21;13;6;23
21:00;13;5;58;20;13;4;19
22:00;12;5;59;16;13;4;17
23:00;10;5;62;11;7;3;14
