CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;38;2;29;30;18;3;43
01:00;28;2;32;27;18;5;36
02:00;14;1;32;23;13;2;17
03:00;15;2;31;26;14;2;18
04:00;11;;32;31;11;2;14
05:00;15;1;28;21;16;2;18
06:00;17;1;24;27;17;3;22
07:00;20;3;21;32;18;6;29
08:00;20;3;22;30;15;9;35
09:00;18;3;27;29;12;9;31
10:00;17;3;30;29;14;8;29
11:00;5;2;56;19;8;1;8
12:00;3;1;61;14;;1;5
13:00;3;1;63;14;7;0;4
14:00;3;1;67;13;8;0;4
15:00;4;1;74;14;7;0;4
16:00;4;1;76;12;8;0;5
17:00;5;1;83;13;8;0;6
18:00;7;1;82;13;7;0;8
19:00;9;1;81;12;7;1;11
20:00;14;1;76;16;8;1;15
21:00;23;2;61;26;11;1;26
22:00;36;2;40;25;14;3;41
23:00;40;2;35;30;16;3;44
