CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;52;2;12;40;26;28;94
01:00;48;1;7;37;26;27;88
02:00;39;1;6;29;26;24;75
03:00;34;1;4;33;23;37;90
04:00;30;;4;28;16;23;64
05:00;28;1;4;31;18;41;90
06:00;34;2;5;32;;85;162
07:00;39;2;6;49;31;114;214
08:00;47;3;7;45;23;87;179
09:00;46;3;14;33;24;37;101
10:00;35;3;37;24;18;10;50
11:00;21;7;65;19;12;5;28
12:00;12;3;83;18;10;2;13
13:00;15;3;82;17;10;2;18
14:00;12;3;93;18;12;2;14
15:00;;;103;24;12;;
16:00;10;4;;20;11;1;11
17:00;17;3;103;20;10;1;17
18:00;17;3;103;24;16;1;18
19:00;31;2;71;28;19;2;34
20:00;41;2;55;30;18;9;54
21:00;88;2;11;58;29;99;238
22:00;68;2;7;47;30;48;140
23:00;56;1;15;36;25;17;81
