CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;16;2;67;67;9;3;19
01:00;11;2;72;75;9;2;14
02:00;50;6;4;69;48;61;142
03:00;46;5;4;62;42;41;108
04:00;43;5;4;57;40;22;75
05:00;40;5;3;45;37;24;76
06:00;37;5;4;48;35;22;70
07:00;38;6;4;55;42;44;105
08:00;40;5;5;58;42;33;91
09:00;39;4;11;45;40;22;73
10:00;36;8;23;46;39;15;58
11:00;28;8;50;;32;9;41
12:00;23;5;71;;20;6;31
13:00;22;4;68;;21;6;31
14:00;22;5;75;;18;6;31
15:00;27;5;63;;24;6;36
16:00;26;5;63;;29;6;35
17:00;23;3;57;;25;5;30
18:00;20;1;52;;17;4;27
19:00;24;2;51;;14;4;30
20:00;27;4;49;;12;5;33
21:00;24;2;51;;10;5;30
22:00;22;3;63;;8;4;28
23:00;21;;62;;7;5;27
