CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;50;3;16;46;28;32;99
01:00;33;3;17;37;22;8;46
02:00;45;;9;49;38;79;164
03:00;36;1;9;46;35;56;121
04:00;27;1;8;48;30;90;166
05:00;24;2;8;46;33;92;164
06:00;21;2;7;44;24;86;152
07:00;26;3;7;43;26;108;192
08:00;34;3;8;36;25;66;136
09:00;33;3;14;36;21;27;75
10:00;22;3;34;16;11;8;35
11:00;15;3;52;14;9;4;21
12:00;15;2;64;16;14;3;19
13:00;14;3;67;21;11;2;18
14:00;18;3;68;20;6;3;22
15:00;10;2;74;20;16;2;13
16:00;19;4;71;19;16;2;23
17:00;16;4;80;27;11;2;20
18:00;12;4;88;23;11;1;14
19:00;13;3;91;24;14;1;15
20:00;27;3;71;31;19;5;35
21:00;24;2;63;30;21;4;31
22:00;32;2;42;32;18;10;46
23:00;;;14;43;26;;
