CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;30;15;35;73;57;2;33
01:00;44;23;4;106;80;22;77
02:00;42;22;3;103;79;16;67
03:00;40;21;3;100;79;21;71
04:00;39;18;2;91;70;22;72
05:00;37;18;4;89;70;8;49
06:00;31;17;10;76;62;3;35
07:00;19;13;22;61;50;1;21
08:00;14;10;29;54;46;2;17
09:00;13;11;33;56;47;3;17
10:00;11;12;45;55;47;3;15
11:00;7;8;66;46;36;1;9
12:00;6;6;74;39;31;1;8
13:00;5;4;81;38;29;1;7
14:00;7;5;82;39;31;1;8
15:00;7;6;84;37;29;1;9
16:00;8;5;83;33;24;1;10
17:00;9;4;80;28;18;0;9
18:00;17;2;66;25;22;0;17
19:00;27;10;47;46;36;1;29
20:00;51;21;27;69;48;2;54
21:00;50;23;26;76;58;2;53
22:00;42;20;30;69;57;2;45
23:00;44;21;23;75;60;2;47
