CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;17;11;40;18;12;1;20
01:00;8;11;51;6;5;1;10
02:00;5;6;56;7;;0;5
03:00;4;10;57;10;7;0;4
04:00;5;8;54;10;4;0;6
05:00;16;14;41;8;3;1;18
06:00;11;6;50;6;3;2;14
07:00;19;6;40;7;4;6;29
08:00;28;7;33;8;4;11;45
09:00;20;6;38;6;3;7;32
10:00;20;5;31;7;7;7;31
11:00;41;;10;23;12;24;78
12:00;39;5;10;16;10;24;76
13:00;28;3;20;7;5;13;47
14:00;25;3;28;7;7;9;39
15:00;35;12;28;17;9;12;53
16:00;30;10;32;23;14;8;43
17:00;34;5;31;18;11;12;53
18:00;31;5;31;22;16;10;46
19:00;29;8;32;24;19;10;45
20:00;31;9;28;22;16;11;48
21:00;24;9;33;29;20;6;34
22:00;24;23;31;28;15;3;29
23:00;28;27;27;25;16;4;34
