CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;47;12;8;129;116;214;372
01:00;33;19;8;74;58;29;76
02:00;28;17;9;62;42;13;48
03:00;28;16;8;55;42;7;38
04:00;27;14;8;55;39;5;34
05:00;27;14;8;57;40;6;36
06:00;33;13;8;57;44;124;221
07:00;37;14;8;62;45;154;270
08:00;43;19;8;69;48;164;292
09:00;40;21;7;70;44;126;231
10:00;30;24;10;55;41;35;83
11:00;25;24;12;47;37;20;56
12:00;23;18;;41;29;14;43
13:00;18;12;34;28;21;8;30
14:00;21;8;40;26;18;9;34
15:00;25;14;40;26;17;10;40
16:00;25;15;42;25;16;8;37
17:00;40;13;28;30;15;16;64
18:00;74;18;6;67;23;120;257
19:00;93;19;10;148;78;359;638
20:00;91;40;16;190;140;343;612
21:00;68;30;12;165;141;256;457
22:00;58;21;11;136;116;185;339
23:00;59;17;8;128;111;270;469
