CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;47;3;3;41;25;148;274
01:00;41;3;9;32;19;6;51
02:00;7;3;59;12;6;1;9
03:00;9;;53;11;;1;11
04:00;8;2;56;11;6;1;9
05:00;7;2;60;10;3;1;9
06:00;14;2;44;12;4;2;18
07:00;23;2;33;12;5;3;28
08:00;16;2;43;11;5;2;20
09:00;18;2;36;12;10;5;26
10:00;13;3;40;19;13;4;20
11:00;16;7;42;20;14;6;25
12:00;15;12;48;19;12;6;24
13:00;12;2;56;11;10;5;19
14:00;14;2;61;10;8;4;21
15:00;16;2;62;11;9;5;24
16:00;15;3;67;14;10;4;21
17:00;17;1;69;17;10;4;24
18:00;36;2;52;13;9;8;49
19:00;83;2;5;26;13;64;182
20:00;79;2;3;47;27;149;307
21:00;86;1;3;57;31;245;460
22:00;68;2;2;57;31;251;453
23:00;62;3;2;51;28;222;402
