CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;29;7;63;56;31;2;33
01:00;20;6;66;50;29;3;24
02:00;56;6;4;96;73;29;100
03:00;58;7;3;92;69;47;130
04:00;54;;3;86;60;44;121
05:00;49;5;4;73;51;32;97
06:00;52;5;3;71;47;63;148
07:00;55;7;4;75;49;58;142
08:00;60;12;6;75;51;79;180
09:00;55;15;21;63;42;49;129
10:00;30;18;59;50;33;12;47
11:00;24;13;75;40;27;8;35
12:00;20;8;90;34;23;5;26
13:00;16;5;98;32;;3;20
14:00;16;5;101;32;23;3;21
15:00;15;7;108;32;22;3;19
16:00;22;8;103;35;24;4;29
17:00;19;8;106;36;24;4;26
18:00;24;12;100;37;19;4;30
19:00;27;7;98;37;18;3;32
20:00;36;3;89;44;18;3;40
21:00;48;3;67;51;24;3;53
22:00;47;4;60;56;34;2;49
23:00;43;6;58;61;37;2;45
