CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;41;3;14;29;16;11;58
01:00;30;3;23;26;14;7;40
02:00;30;3;14;31;19;18;58
03:00;24;3;17;27;18;5;32
04:00;23;3;20;31;20;5;30
05:00;16;3;35;25;16;3;21
06:00;15;3;32;23;16;3;20
07:00;18;5;33;25;15;5;26
08:00;44;3;12;29;21;29;89
09:00;33;4;22;32;16;18;60
10:00;32;5;23;31;17;13;51
11:00;;7;50;27;11;;
12:00;11;4;;18;12;2;15
13:00;8;5;55;14;10;2;12
14:00;13;6;50;15;9;4;19
15:00;13;8;48;20;14;3;18
16:00;22;7;45;22;11;6;32
17:00;14;5;55;19;11;3;20
18:00;9;5;61;20;15;1;11
19:00;11;6;61;24;16;1;13
20:00;13;6;57;27;19;2;16
21:00;21;4;44;29;18;3;26
22:00;43;4;17;34;21;11;60
23:00;41;3;15;35;21;13;61
