CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;59.3248;2.46324;49.644;84.8332;43.1149;36.18;3.90732;65.2
01:00;62.1502;2.29789;37.6038;71.5078;40.7391;37.44;6.5132;72.1
02:00;51.4958;2.61847;14.6314;47.8797;38.3561;20.88;11.1191;68.4
03:00;41.8814;2.57641;8.87259;33.5914;37.0548;36.606;12.4832;60.9
04:00;35.4128;2.58493;7.0822;21.5232;35.3856;27;13.6312;56.1
05:00;34.9181;2.28467;10.1745;12.645;26.6673;20.88;11.6505;52.7
06:00;36.0351;2.87091;6.85783;12.322;33.6495;30.24;28.3766;79.2
07:00;38.0219;2.39427;6.52858;11.2094;35.2336;27.72;30.103;83.8
08:00;36.9926;2.62862;24.8857;12.761;30.9962;14.4;16.8172;62.5
09:00;19.6646;2.19074;70.0681;18.6376;28.2559;19.26;3.72027;25.3
10:00;20.1859;2.21847;89.2263;27.962;25.7761;19.8;3.50343;25.5
11:00;16.3461;2.54321;110.514;40.6672;36.0993;16.92;2.73514;20.4
12:00;9.03308;2.86786;126.695;55.6188;38.6126;21.24;1.74135;11.6
13:00;8.94328;2.51711;135.449;71.2781;32.9103;25.74;1.64887;11.3
14:00;7.91716;2.81947;140.981;88.0435;31.3351;26.28;1.34335;9.9
15:00;5.99354;2.54146;141.341;104.895;23.6532;17.82;1.3295;8
16:00;5.5934;2.39447;140.907;119.398;35.3769;11.16;1.24151;7.4
17:00;7.3066;2.46474;144.207;128.665;34.4379;18.9;1.00112;8.8
18:00;16.6452;2.67567;126.756;133.356;30.5301;14.22;1.43792;18.7
19:00;17.3966;2.66792;127.894;135.529;28.1518;27.36;1.4057;19.5
20:00;27.0158;2.60474;121.444;134.872;32.4315;31.5;1.55777;29.4
21:00;56.2151;2.60772;81.9888;128.19;44.6883;36.36;6.96351;66.8
22:00;109.595;2.71096;19.3458;112.985;53.3256;38.7;18.7847;138.2
23:00;104.351;3.03526;7.38612;96.2411;59.248;51.3;48.552;178.3
