CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;6;1;31;20;3;11
01:00;6;1;34;19;3;9
02:00;12;3;50;25;4;17
03:00;11;3;45;25;3;16
04:00;11;3;41;24;4;17
05:00;11;3;43;23;3;16
06:00;10;3;41;22;3;15
07:00;10;3;39;19;3;15
08:00;11;3;36;17;5;18
09:00;8;2;35;18;4;15
10:00;7;3;39;20;5;14
11:00;7;2;33;18;5;15
12:00;8;2;31;19;6;18
13:00;9;2;41;19;6;19
14:00;11;2;44;19;6;20
15:00;8;2;37;20;5;15
16:00;;;39;23;;
17:00;15;1;45;22;6;25
18:00;15;2;40;22;6;24
19:00;18;1;44;24;7;28
20:00;15;1;42;24;5;23
21:00;13;1;38;24;5;21
22:00;10;1;37;20;4;15
23:00;8;1;35;22;3;12
