CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;26;2;33;11;7;4;33
01:00;11;2;59;8;3;0;11
02:00;;;68;7;4;;
03:00;2;2;;5;3;0;3
04:00;2;2;68;5;3;0;3
05:00;3;2;65;7;4;0;3
06:00;15;3;45;11;4;6;24
07:00;37;4;4;21;5;89;174
08:00;39;3;9;16;7;44;107
09:00;34;3;23;13;7;31;82
10:00;23;2;42;10;7;8;36
11:00;17;2;50;8;7;5;25
12:00;17;2;51;13;6;8;30
13:00;10;2;61;12;6;4;16
14:00;13;2;59;10;4;5;22
15:00;21;2;51;12;5;7;33
16:00;30;2;37;11;5;13;52
17:00;48;3;12;15;9;46;119
18:00;50;3;9;16;10;34;103
19:00;42;3;12;12;8;47;114
20:00;42;3;14;11;10;30;88
21:00;35;2;23;15;9;30;81
22:00;36;3;18;14;8;27;78
23:00;41;2;10;10;5;19;71
