CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
23:00;26;4;44;28.375;21;14;6;35
00:00;22;6;43;29.25;28;25;3;26
01:00;27;4;36;31.375;18;13;2;29
02:00;18;3;44;35.875;21;11;0;18
03:00;14;4;47;41.125;20;10;1;15
04:00;33;6;27;40.5;19;18;3;37
05:00;8;3;55;41.5;8;3;0;8
06:00;16;4;44;42.5;11;7;5;23
07:00;26;5;36;41.5;14;7;8;37
08:00;41;6;22;38.875;21;6;16;65
09:00;70;9;7;35.25;48;29;99;220
10:00;44;11;21;32.375;38;25;23;78
11:00;34;17;35;30.875;35;8;16;58
12:00;24;5;50;33.75;23;3;9;37
13:00;17;3;56;33.875;20;3;5;24
14:00;25;3;48;34.375;18;3;8;37
15:00;16;3;57;37;21;3;1;18
16:00;31;4;40;39.25;38;14;1;33
17:00;68;12;6;39.125;73;45;27;109
18:00;69;11;7;37.375;68;48;38;127
19:00;89;14;8;34;153;86;255;477
20:00;101;20;8;28.75;185;112;304;563
21:00;85;15;6;22.5;149;86;232;437
22:00;118;19;8;17.5;247;156;510;892
23:00;107;26;8;11.375;269;197;443;781
00:00;96;22;8;7.375;261;203;411;720
