CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;81;1;14;71;33;35;134
01:00;74;1;8;70;40;95;219
02:00;58;5;32;40;18;9;71
03:00;46;4;36;38;20;6;54
04:00;48;3;25;44;20;6;57
05:00;;;18;40;22;;
06:00;66;2;;42;26;40;127
07:00;68;3;11;48;22;48;139
08:00;52;3;30;44;22;17;77
09:00;51;3;30;52;23;17;77
10:00;55;1;19;52;29;25;93
11:00;46;1;47;51;27;21;77
12:00;52;1;76;52;23;16;75
13:00;25;1;128;40;18;6;33
14:00;20;1;147;41;19;3;24
15:00;14;1;160;42;22;1;15
16:00;13;1;147;38;19;1;14
17:00;11;1;143;41;20;1;11
18:00;9;2;142;30;20;0;9
19:00;12;2;142;36;20;0;12
20:00;25;1;112;42;19;1;27
21:00;32;1;87;47;19;2;34
22:00;38;;76;50;22;2;41
23:00;50;1;52;59;27;3;55
