CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;;5;59;34;25;;
01:00;24;5;6;39;25;2;28
02:00;;5;20;37;34;;
03:00;;5;17;42;39;;
04:00;;3;20;36;32;;
05:00;;3;19;39;29;;
06:00;;3;12;39;32;;
07:00;;3;8;44;35;;
08:00;;5;8;47;38;;
09:00;;5;16;50;35;;
10:00;;5;15;45;32;;
11:00;20;7;37;40;33;4;26
12:00;15;12;49;39;29;5;22
13:00;19;11;57;37;28;5;25
14:00;12;6;79;28;20;2;15
15:00;9;4;90;29;18;2;11
16:00;12;;90;27;11;2;14
17:00;11;3;90;22;13;1;13
18:00;12;3;88;21;18;1;13
19:00;17;3;83;26;14;1;18
20:00;28;4;68;31;15;1;29
21:00;30;5;63;34;19;1;31
22:00;24;6;65;37;25;1;25
23:00;24;5;63;33;22;2;27
