CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;66;11;4;115;82;48;138
01:00;59;8;3;116;87;64;156
02:00;45;3;4;79;63;32;93
03:00;44;3;5;74;57;16;69
04:00;41;3;6;66;53;15;64
05:00;48;4;5;66;50;14;69
06:00;58;5;4;76;51;39;118
07:00;62;5;3;88;58;129;260
08:00;66;;6;98;68;105;227
09:00;47;14;24;88;64;24;83
10:00;42;15;35;80;56;16;66
11:00;34;13;50;68;46;7;45
12:00;33;7;66;57;32;4;38
13:00;25;4;82;53;29;1;26
14:00;19;3;92;49;31;0;20
15:00;19;3;98;50;27;0;18
16:00;27;9;90;54;27;3;32
17:00;29;11;89;54;25;4;34
18:00;33;12;86;48;22;4;39
19:00;35;10;85;42;20;2;38
20:00;56;12;61;49;24;5;62
21:00;56;12;48;67;38;2;58
22:00;101;13;4;114;66;150;330
23:00;90;13;4;129;80;180;366
