CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;28;3;11;57;44;8;41
01:00;30;3;8;54;39;5;38
02:00;25;4;27;25;21;3;30
03:00;39;3;7;36;18;11;56
04:00;44;3;3;33;19;21;75
05:00;40;3;3;31;20;24;77
06:00;43;3;2;43;23;94;186
07:00;55;6;2;58;26;205;369
08:00;58;6;2;58;32;184;339
09:00;56;6;3;58;32;115;233
10:00;39;4;10;35;22;23;73
11:00;43;3;7;30;17;23;80
12:00;39;3;11;30;10;21;71
13:00;42;3;11;32;17;19;71
14:00;40;3;11;31;19;20;70
15:00;43;;9;28;17;27;84
16:00;48;3;6;31;18;35;101
17:00;46;3;7;30;20;32;96
18:00;42;3;16;26;16;14;64
19:00;48;3;11;25;19;22;83
20:00;48;3;7;41;34;20;78
21:00;38;3;11;48;34;15;61
22:00;38;3;9;52;39;18;66
23:00;35;3;9;53;42;16;59
