CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;24;2;49;28;17;2;28
01:00;26;3;33;32;21;1;27
02:00;33;3;10;30;22;5;40
03:00;32;3;8;31;21;7;42
04:00;32;3;5;32;19;8;43
05:00;30;2;6;28;19;11;46
06:00;32;3;4;28;24;36;86
07:00;36;4;2;35;27;114;209
08:00;39;4;3;38;23;103;195
09:00;42;4;6;36;22;75;156
10:00;35;3;24;34;24;19;64
11:00;22;2;51;32;19;7;33
12:00;14;3;;28;12;3;18
13:00;12;2;;31;15;2;15
14:00;12;2;90;31;18;1;13
15:00;14;2;96;31;15;2;16
16:00;18;2;96;33;15;3;22
17:00;36;2;78;33;14;8;48
18:00;35;2;80;33;17;5;42
19:00;63;3;50;46;17;10;78
20:00;50;2;61;46;20;9;64
21:00;31;2;70;39;22;1;33
22:00;31;3;64;32;18;1;32
23:00;28;2;56;25;15;3;32
