CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;20;1;50;14;6;2;24
01:00;9;3;30;13;3;1;10
02:00;6;3;46;3;3;0;7
03:00;10;2;33;6;3;1;12
04:00;16;3;25;9;4;1;19
05:00;9;2;30;10;8;1;10
06:00;12;3;27;9;8;3;18
07:00;18;3;25;9;8;6;29
08:00;26;3;23;16;6;11;43
09:00;24;3;28;15;8;14;46
10:00;16;3;42;12;9;8;28
11:00;16;4;48;12;8;7;27
12:00;19;2;56;13;8;6;28
13:00;18;1;53;17;7;5;26
14:00;16;3;57;15;8;6;26
15:00;12;2;66;14;11;3;18
16:00;13;1;64;14;10;4;20
17:00;12;1;70;18;9;3;17
18:00;14;1;68;15;7;4;20
19:00;16;3;67;12;8;3;21
20:00;29;2;49;18;13;5;37
21:00;50;1;20;21;19;11;68
22:00;51;1;21;21;16;17;76
23:00;35;1;33;17;11;6;45
