CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;42;1;17;12;9;6;52
01:00;48;2;5;13;10;12;67
02:00;38;1;11;71;50;40;99
03:00;33;2;11;64;50;38;91
04:00;29;1;10;56;42;43;94
05:00;25;1;9;57;38;33;75
06:00;22;1;8;46;32;46;93
07:00;20;1;8;47;32;43;85
08:00;23;1;11;55;35;28;65
09:00;25;1;24;62;41;13;45
10:00;13;1;49;49;32;5;21
11:00;8;1;66;46;31;2;12
12:00;14;1;58;47;35;2;17
13:00;15;1;52;32;20;4;21
14:00;23;2;41;27;14;4;28
15:00;23;1;55;16;9;3;27
16:00;17;2;52;18;9;2;19
17:00;23;;43;16;10;2;26
18:00;13;1;57;16;9;1;15
19:00;7;1;64;14;9;1;8
20:00;25;2;47;19;13;8;37
21:00;11;1;58;11;5;1;13
22:00;11;2;60;10;5;1;13
23:00;23;1;46;11;5;7;33
