CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;42;1;19;44;28;16;68
01:00;24;1;31;31;23;4;31
02:00;8;3;78;19;4;0;9
03:00;7;5;78;22;5;0;8
04:00;13;6;68;19;4;1;14
05:00;18;7;60;24;5;2;21
06:00;43;6;31;23;6;10;59
07:00;71;8;9;42;16;50;147
08:00;58;12;22;37;17;42;122
09:00;42;13;39;38;15;14;64
10:00;30;10;49;30;16;10;46
11:00;23;8;60;21;11;8;35
12:00;23;10;65;20;7;5;30
13:00;33;27;55;32;13;8;46
14:00;40;29;50;45;27;9;54
15:00;41;23;51;49;24;9;54
16:00;42;19;47;44;26;9;56
17:00;42;18;48;39;19;10;58
18:00;50;26;39;47;23;11;66
19:00;53;;33;47;27;15;76
20:00;57;11;22;59;36;13;77
21:00;52;6;19;55;48;15;75
22:00;54;3;15;56;37;27;96
23:00;42;2;19;36;32;13;62
