CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;47;2;9;48;31;12;65
01:00;32;2;19;44;28;9;45
02:00;30;3;36;26;15;6;40
03:00;20;3;28;26;16;3;25
04:00;27;2;16;22;13;5;35
05:00;35;2;9;26;11;15;58
06:00;33;3;10;26;10;20;63
07:00;29;3;19;27;8;12;48
08:00;37;3;15;34;17;23;72
09:00;22;3;49;25;18;7;32
10:00;19;4;68;23;13;3;24
11:00;20;3;79;19;12;4;27
12:00;11;3;104;19;14;1;13
13:00;9;2;115;19;9;2;12
14:00;16;3;123;17;7;2;19
15:00;6;2;133;13;7;1;7
16:00;3;2;136;12;9;0;4
17:00;5;3;143;18;14;0;6
18:00;9;3;152;22;13;0;10
19:00;14;3;125;20;17;1;16
20:00;28;2;83;25;16;3;33
21:00;33;2;67;32;23;4;39
22:00;49;3;35;40;28;7;59
23:00;59;3;12;49;35;22;93
