CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;30;19;6;193;164;82;156
01:00;29;4;3;56;43;9;42
02:00;27;6;3;54;39;6;37
03:00;25;6;3;53;39;5;33
04:00;23;7;3;;47;5;31
05:00;21;6;3;57;48;5;29
06:00;21;6;3;57;38;5;29
07:00;20;5;2;55;34;7;31
08:00;17;4;4;44;33;7;29
09:00;15;5;5;48;44;13;35
10:00;17;6;7;59;48;18;45
11:00;20;8;10;74;57;21;52
12:00;27;7;11;83;63;20;58
13:00;34;6;9;98;71;22;67
14:00;46;7;7;109;76;43;111
15:00;56;6;5;114;82;51;135
16:00;65;6;5;138;91;121;251
17:00;72;8;7;183;125;239;437
18:00;64;9;12;240;179;242;434
19:00;64;15;12;282;209;343;588
20:00;67;21;13;;;368;629
21:00;41;;11;;;181;318
22:00;38;23;11;273;217;189;326
23:00;35;3;8;238;187;153;269
