CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;18;2;13;30;21;4;25
01:00;16;3;14;25;18;3;19
02:00;18;4;16;40;31;1;19
03:00;15;4;16;41;25;1;16
04:00;17;4;12;40;23;1;18
05:00;18;3;11;40;29;2;21
06:00;20;4;6;42;26;7;31
07:00;27;5;3;51;27;53;107
08:00;35;4;3;63;38;118;214
09:00;37;6;4;70;43;118;216
10:00;31;8;4;75;47;73;142
11:00;34;10;4;86;56;82;160
12:00;37;22;5;106;66;72;147
13:00;37;31;6;104;70;43;102
14:00;35;28;9;102;65;38;94
15:00;35;15;7;92;61;24;72
16:00;31;9;8;80;55;22;64
17:00;29;6;6;65;47;24;65
18:00;30;7;8;56;38;23;64
19:00;25;4;13;54;35;17;51
20:00;24;4;11;48;37;13;43
21:00;22;3;9;42;31;11;39
22:00;22;5;9;39;25;11;38
23:00;21;5;9;36;24;8;33
