CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;4;6;6;149;73;231;356
01:00;12;4;28;30;16;0;13
02:00;9;3;32;29;15;0;9
03:00;12;3;26;32;16;0;12
04:00;10;4;32;26;14;0;10
05:00;10;3;28;23;13;0;10
06:00;14;3;20;33;18;1;14
07:00;12;3;23;34;16;0;12
08:00;14;3;21;38;17;0;15
09:00;21;3;11;46;20;4;27
10:00;19;3;11;46;22;5;29
11:00;17;3;16;42;21;5;26
12:00;19;3;18;43;;5;28
13:00;18;3;20;40;;6;27
14:00;16;3;25;34;19;4;22
15:00;22;3;24;34;18;3;27
16:00;32;3;16;44;21;4;38
17:00;41;3;8;56;27;6;51
18:00;38;5;7;85;37;73;151
19:00;37;5;6;101;42;69;143
20:00;34;5;5;102;45;63;131
21:00;11;6;6;125;57;191;303
22:00;6;6;6;136;65;208;323
23:00;3;6;7;145;71;292;449
