CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;15;4;107;38;20;0;16
01:00;18;3;91;42;17;1;21
02:00;52;1;3;34;18;67;154
03:00;46;1;3;28;15;50;121
04:00;45;1;3;32;16;48;118
05:00;40;1;3;33;18;54;123
06:00;42;1;5;30;16;41;105
07:00;36;1;11;34;18;14;58
08:00;40;3;12;44;22;25;80
09:00;40;3;28;45;22;18;69
10:00;19;3;82;32;16;4;25
11:00;12;3;106;31;20;1;14
12:00;14;3;111;30;20;2;16
13:00;15;3;110;38;19;2;18
14:00;18;3;102;50;19;2;21
15:00;21;1;98;46;17;2;25
16:00;21;2;111;35;15;2;24
17:00;22;4;117;33;15;2;25
18:00;30;3;118;39;14;3;34
19:00;32;3;115;31;15;2;35
20:00;78;3;65;38;18;5;87
21:00;86;3;43;49;24;21;118
22:00;81;3;45;56;22;19;110
23:00;25;4;92;43;23;2;28
