CZAS;Dwutlenek azotu;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;11;23;4;3;2;15
01:00;10;28;5;3;2;12
02:00;25;10;9;3;5;32
03:00;20;12;7;3;5;27
04:00;34;2;7;3;23;69
05:00;30;3;9;3;16;55
06:00;31;3;9;5;24;69
07:00;38;3;22;5;91;178
08:00;43;4;19;4;133;247
09:00;34;6;15;5;29;78
10:00;28;10;8;5;17;54
11:00;22;18;14;4;16;46
12:00;15;28;16;3;7;26
13:00;16;35;15;4;6;25
14:00;22;26;12;7;8;35
15:00;19;32;9;3;8;31
16:00;16;35;12;3;6;25
17:00;24;27;10;5;8;37
18:00;25;26;12;6;9;40
19:00;22;27;9;5;7;33
20:00;24;24;7;4;9;37
21:00;21;25;8;3;7;32
22:00;18;24;7;3;6;28
23:00;13;24;5;3;2;17
