CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
23:00;38.2087;9.3125;2.06239;2.7692;87.0483;72;84.065;166
00:00;34.1764;7.64978;1.42642;1.91216;82.1111;63;82.1279;159
01:00;33.7996;6.97771;1.4279;1.81183;79.3023;77.6;134.389;238.1
02:00;28.1081;6.26227;1.64511;1.79727;63.4911;62.3;88.0392;161.9
03:00;23.7778;5.44335;1.39173;1.79387;59.6664;58.6;77.4313;141.4
04:00;24.0005;5.5906;1.60409;1.7786;54.764;53.9;74.9786;138
05:00;24.9358;6.17687;1.09738;1.69785;53.0468;52.1;82.289;150
06:00;30.9632;6.55297;1.11487;1.47124;60.9555;59.9;90.9151;169.2
07:00;39.4031;7.41666;1.29048;1.37475;56.5954;55.6;127.701;233.5
09:00;54.9309;12.1433;1.28541;1.35712;57.6742;56.7;185.144;336.3
10:00;52.1968;13.379;1.17768;1.32584;61.3018;60.2;123.306;239.6
11:00;52.6098;12.6878;1.43262;1.29928;65.8529;64.6;92.3539;193
12:00;50.8309;13.3592;1.73718;1.34246;56.4424;55.4;68.7481;155.2
13:00;53.8454;14.6297;2.41085;1.44331;61.4958;60.3;79.4138;174.5
14:00;46.6501;8.92133;2.73277;1.64773;73.6648;57.6;50.6943;123.8
15:00;30.4923;7.27017;3.92905;1.99951;49.0702;30.6;13.477;51
16:00;47.0316;14.332;17.4931;4.02483;16.0062;8.6;27.8494;89.3
17:00;48.2824;6.781;11.6677;5.32262;17.411;14.1;24.8358;86
18:00;42.5658;6.77534;9.2916;6.33686;25.5697;16.4;18.8792;71.3
19:00;46.1039;6.63431;12.1405;7.67534;21.89;18.5;29.3041;90.6
20:00;42.9263;7.31687;8.24986;8.48943;31.8544;17.9;23.9118;79.2
21:00;47.1339;5.98011;11.7149;9.65244;33.5152;20.1;30.4666;93.5
22:00;29.7047;4.77338;8.60874;10.3869;33.4032;19.3;11.738;47.5
23:00;26.0756;4.46106;19.2779;12.3055;22.2265;17.7;10.0252;41.3
00:00;20.2223;4.03681;21.0739;12.7531;21.7893;7.3;6.48585;30.1
